face_id,event_id,type,dHash
Event_LopTai__09cc5062414e0d525df800156d9b0a08__face01,Event_LopTai,near_duplicate,0101100011010100110100001001010010010000100011001001010011101000
Event_LopTai__09cc5062414e0d525df800156d9b0a08__face03,Event_LopTai,near_duplicate,0001111101100011111100011001011111010100011011000100111100101010
Event_LopTai__038f726deca7d7ca4aa1b68c602f0004__face01,Event_LopTai,near_duplicate,0111000111110001111000011111000111110000110011001101010011101000
Event_LopTai__038f726deca7d7ca4aa1b68c602f0004__face02,Event_LopTai,near_duplicate,1111011011110010111100011101010111010100100000001100100011110000
Event_LopTai__d9dbefd7b6d7979bc9c318adeb2a556c__face01,Event_LopTai,near_duplicate,1111000001110000011100001101000111010100110011001100110011100000
Event_LopTai__d9dbefd7b6d7979bc9c318adeb2a556c__face02,Event_LopTai,near_duplicate,0101100011000100111100001001010010010000110011001001010011100000
Event_LopTai__d9dbefd7b6d7979bc9c318adeb2a556c__face04,Event_LopTai,near_duplicate,0011000111110001111000011111000111110000110011001110110011110001
Event_LopTai__cca99b52c740a3c96950ab3d6d94979b__face01,Event_LopTai,near_duplicate,0001100000110000011100000111010001110100010011000110110010111000
Event_LopTai__164a5fac4b95296fe0d51ce8b37f2cfa__face01,Event_LopTai,near_duplicate,0111100101110000011100000111011001110100011011000110110001111000
Event_LopTai__1260246faeae094a5b87c9b61cf95dfa__face02,Event_LopTai,near_duplicate,1111000011110000111100001111001011110100111011001110110010110000
Event_LopTai__29cf0efff6b67a4b47066f3048be9ba9__face01,Event_LopTai,near_duplicate,0001100100110001001100010011010000110000001111000011110000111000
Event_LopTai__d836de7b5c633f3994c10b3d9cdebef9__face01,Event_LopTai,near_duplicate,0111000001110000011101000111011001110100011010000110110001111000
Event_LopTai__fcc9a9cdc70f6d6fd1a76d4a6855f1a1__face02,Event_LopTai,near_duplicate,1111000011110000111101001111011011110100111010001110110011111000
Event_LopTai__8e999f5520a19808ebf5d78ab271512d__face02,Event_LopTai,near_duplicate,0111000111110001111100011111000011110000111011001110110011111000
Event_LopTai__a2f2946a3e4c37c08b35178e29cf5c48__face01,Event_LopTai,near_duplicate,1111000101110011110100111111000110110000110010001100110011101000
Event_LopTai__c7fb83e302b5e89471857b5a3a64175c__face02,Event_LopTai,near_duplicate,1110010011100000111100001011000011010000110010001100100011100000
Event_LopTai__ac22d21d595eddd19f3bfd2e7d2f4ac0__face02,Event_LopTai,near_duplicate,0111000111110001011100011101000111010001111010011100100111100001
Event_LopTai__8c1b4d23e92dbfa1693235f2ec7073e9__face02,Event_LopTai,near_duplicate,0111011111110011111100011101000111010101110010011100100111110001
Event_LopTai__6a022f5dac57085a643a139bbdae40f9__face02,Event_LopTai,near_duplicate,0111001101110001111100011011010010110100110011001100110011100001
Event_LopTai__6a022f5dac57085a643a139bbdae40f9__face03,Event_LopTai,near_duplicate,1111011011110011111100011101000111010101110011011100110111110001
Event_LopTai__6f469cbce3f1b5f6d4c04b7e0a4e7198__face02,Event_LopTai,near_duplicate,1111001011110001111100011111000111010001110011011100100111111001
Event_LopTai__602445208c8053ad83927de4ae268103__face02,Event_LopTai,near_duplicate,0111000111110001011110000101101011110000110010000110110001111000
Event_LopTai__c02e210572693178ca0dcdd2b710d92f__face01,Event_LopTai,near_duplicate,1111000111110001011100000101000011010000010011000100010001100000
Event_LopTai__d6dd97a32ab4ad628b9236cbd3000b9c__face01,Event_LopTai,near_duplicate,1111100111110001111100000101000011010000110011000100010001100000
Event_LopTai__935d0fe8dc176fcae5296e771a114536__face01,Event_LopTai,near_duplicate,1111000111110001011100000101000011010000010011000110010001110000
Event_LopTai__cd8f717ccce9cb40a52f9079ac7386c9__face02,Event_LopTai,near_duplicate,1111000111110001011100001101000011010000110011000100010001100000
Event_LopTai__d21de908298f41bf858cc81dfa4ee6ae__face01,Event_LopTai,near_duplicate,0110000111000000110100011001010110010001100000011000000111100001
Event_LopTai__29ab47547aa2b86468ba3615be293bf2__face01,Event_LopTai,near_duplicate,1100001111000011100100111001000110010001000010010000101101100001
Event_LopTai__c963bfd35bda8b1b80edec99e4dac2f4__face02,Event_LopTai,near_duplicate,1111100111110001111100000101000011010000110011000100110001100000
Event_LopTai__a4fe05663ac11ce389b7fff0f05637e9__face01,Event_LopTai,near_duplicate,1000110001100010110100001100010010000100100001001000010011100000
Event_LopTai__e4fccb91ae7d38a4fa51e6b9ad800023__face01,Event_LopTai,near_duplicate,1000100001100110110000001101010010000000000001001000010010100001
Event_LopTai__e4fccb91ae7d38a4fa51e6b9ad800023__face02,Event_LopTai,near_duplicate,1111000010110000001100001001001001110000010011001010110000111000
Event_LopTai__414ec6290e6965c530498098fc27b857__face03,Event_LopTai,near_duplicate,1100100001110110110100001101010010000000100001001000010010100000
Event_LopTai__adca5207daa48f2c5a9736ebf2653bca__face01,Event_LopTai,near_duplicate,0001100100111000011000000101011001010100110011000111011001101000
Event_LopTai__adca5207daa48f2c5a9736ebf2653bca__face03,Event_LopTai,near_duplicate,0011001001110000011100000101001001010000010011000100110001111000
Event_LopTai__c04b7e6c328b3a0e7dc7a06727bacf94__face01,Event_LopTai,near_duplicate,1110011111100011110000011001000110010001100011011000110111100001
Event_LopTai__c04b7e6c328b3a0e7dc7a06727bacf94__face02,Event_LopTai,near_duplicate,1000110001100010110000001101010010000100100001001000010010100000
Event_LopTai__982e4ceb29d76e04531a6c2e6aacd21e__face01,Event_LopTai,near_duplicate,1000110001100010110000001101010010000000000001001000010010100000
Event_LopTai__982e4ceb29d76e04531a6c2e6aacd21e__face02,Event_LopTai,near_duplicate,1110011111100011110000011001000110010101100011011000110111100001
Event_LopTai__db2d9b653ddd97b0abcd0bed004a3766__face01,Event_LopTai,near_duplicate,1000110001100010110000001100010010000100000001001000010010100000
Event_LopTai__db2d9b653ddd97b0abcd0bed004a3766__face03,Event_LopTai,near_duplicate,0111100111111001001110001011010011110100111110001111010011111000
Event_LopTai__709827fa0b608bfb2efef0845f4ff535__face03,Event_LopTai,near_duplicate,1111000101110001011100000101000011010000110011000100010001110000
Event_LopTai__f8eed64f5973da487ebbf6967d59337a__face02,Event_LopTai,near_duplicate,1001000011110010111100011101000110010100100001001000010011100001
Event_LopTai__f8eed64f5973da487ebbf6967d59337a__face03,Event_LopTai,near_duplicate,0110011011000010110100011001010110010001100001011000110111100001
Event_LopTai__f8eed64f5973da487ebbf6967d59337a__face04,Event_LopTai,near_duplicate,0111100101110001011100000101000001010000010011000110010001111000
Event_LopTai__0a7c30fa9a4a337e7e03f80ae81cf9c6__face01,Event_LopTai,near_duplicate,0101100100110001011000000101011001010100010011000111001001100000
Event_LopTai__0a7c30fa9a4a337e7e03f80ae81cf9c6__face02,Event_LopTai,near_duplicate,1011000101110010111100011101000110010100100001001000010011100001
Event_LopTai__9ba4f777a26a823c9683dde0c29ac125__face01,Event_LopTai,near_duplicate,0101100100111001011000000101011001010100010011000111010001111000
Event_LopTai__9ba4f777a26a823c9683dde0c29ac125__face02,Event_LopTai,near_duplicate,1101000111110000111100011101000110010000100001001100010011100001
Event_LopTai__39bccc636b4e2018f3796eedeb16b3eb__face03,Event_LopTai,near_duplicate,0001001101110001011000001101000011010100110001001100010011100001
Event_LopTai__39bccc636b4e2018f3796eedeb16b3eb__face04,Event_LopTai,near_duplicate,0110111011100011111000111111000111110001110000011100000111100001
Event_LopTai__de40e455c556f94f8dc7c2f082db5949__face01,Event_LopTai,near_duplicate,0111001101110001011000001101011011010100110001000100010001100000
Event_LopTai__de40e455c556f94f8dc7c2f082db5949__face02,Event_LopTai,near_duplicate,1001001111110001011000001111000011110100110001001100010001100001
Event_LopTai__de40e455c556f94f8dc7c2f082db5949__face04,Event_LopTai,near_duplicate,0010011111100011111000111111001111110001110000011100000111100001
Event_LopTai__02e220873676f1b60cf535093657521d__face01,Event_LopTai,near_duplicate,0010011101100011111000111111000111110001110000011100000111100001
Event_LopTai__02e220873676f1b60cf535093657521d__face02,Event_LopTai,near_duplicate,0111001101110001011100001101001011010000110001000100010001100000
Event_LopTai__02e220873676f1b60cf535093657521d__face04,Event_LopTai,near_duplicate,0100000111000001110100001001011011010100100001101100011111100000
Event_LopTai__bd548c4423148ac43e4b0cdfcf1cbec4__face01,Event_LopTai,near_duplicate,0010010011100010111000111101000111010000110001001000010011100001
Event_LopTai__bd548c4423148ac43e4b0cdfcf1cbec4__face02,Event_LopTai,near_duplicate,0100101111000001110000011001011111010100100001111100011111100011
Event_LopTai__0ebd1a98044c6be38f5f36c36d95cee6__face01,Event_LopTai,exact_duplicate,0100101101000001110000011001011111010100100001111100011111100011
Event_LopTai__0ebd1a98044c6be38f5f36c36d95cee6__face03,Event_LopTai,near_duplicate,1001000110110001011000001111000011110000110001000100010001110001
Event_LopTai__97fdb73740e4566b12f4e4414a3e978c__face02,Event_LopTai,near_duplicate,1010010001100010111000011101000111010000110001001100010011100001
Event_LopTai__97fdb73740e4566b12f4e4414a3e978c__face03,Event_LopTai,near_duplicate,1011000101110000011000001101000011110100110001000100010001100001
Event_LopTai__cdf44006cd7645db86b544ad60212a00__face01,Event_LopTai,near_duplicate,0100110101000001110000001001011011010100100001111100011111100011
Event_LopTai__cdf44006cd7645db86b544ad60212a00__face02,Event_LopTai,near_duplicate,0010010111100010111000011101000111110000110001001100010011100001
Event_LopTai__cdf44006cd7645db86b544ad60212a00__face03,Event_LopTai,near_duplicate,1001000110110001011000001111000011110000110001000100010001100001
Event_LopTai__408ff19d663db384a93b6dc9af235eb0__face02,Event_LopTai,near_duplicate,1001000111110000011000001111000011110000110001000100010001100001
Event_LopTai__a6dad551bca8cf30b080780a646cb183__face01,Event_LopTai,near_duplicate,1001010001110000111000001001010010010100100001001100010111100001
Event_LopTai__7fc905142ce6a906d6cda30eed3569ba__face02,Event_LopTai,near_duplicate,0110011111000011110100011001010110010101100001011000110111100001
Event_LopTai__b9afa98a35f9df7dfac27f427c8102a2__face01,Event_LopTai,near_duplicate,1011010011110010111100011101000010010100100001001001010011100001
Event_LopTai__b9afa98a35f9df7dfac27f427c8102a2__face02,Event_LopTai,near_duplicate,0100011011000010110100001001010110010101100001011000010111100001
Event_LopTai__0d3b428d456bb3a293656c419088c06e__face02,Event_LopTai,near_duplicate,0110011011000010110100001001010110010101100001011000110111100001
Event_LopTai__481637e74bd053ba2797b838eb29ceeb__face02,Event_LopTai,near_duplicate,0110011011000010110100011001010110010101100001011000010111100001
Event_LopTai__4dcf1af87537bab28aaae9b0fc116b15__face01,Event_LopTai,near_duplicate,0011001101110001011100010111000111010000110001001100010001100001
Event_LopTai__4dcf1af87537bab28aaae9b0fc116b15__face03,Event_LopTai,near_duplicate,0011001001110001011100011101000111010100110101001101010001100001
Event_LopTai__b21b1e8813eb1c654eee73ace2059d75__face03,Event_LopTai,near_duplicate,1000010001110010011000011101000111010000110001001100010011100001
Event_LopTai__b21b1e8813eb1c654eee73ace2059d75__face04,Event_LopTai,near_duplicate,0011001101110001011100010111000111010000110001001100010001100001
Event_LopTai__8a505a41f3c2e0dcd015249a2920cd92__face02,Event_LopTai,near_duplicate,0011101001110011111100011111000111110001111001011100010101100001
Event_LopTai__f039bfd67a8f82fd861575a00c2f55db__face01,Event_LopTai,near_duplicate,0011001101110001011100010111000111110001110011001101010001110001
Event_LopTai__f039bfd67a8f82fd861575a00c2f55db__face02,Event_LopTai,near_duplicate,0011001101110001011100011101000011010100110011001101010001111001
Event_LopTai__f039bfd67a8f82fd861575a00c2f55db__face03,Event_LopTai,near_duplicate,0011101101110011111100011111000111110001111101011101010111100001
Event_LopTai__1da6e978b9f56f3e961fbb6eda43ab91__face04,Event_LopTai,near_duplicate,1011001101110001011100010101000011010100110001001101010001100001
Event_LopTai__49115810e5f3cd6327afa0960e349147__face03,Event_LopTai,near_duplicate,1011001101110001011100001101000011010100110001000101010001100001
Event_LopTai__49115810e5f3cd6327afa0960e349147__face04,Event_LopTai,near_duplicate,1011010001110011011000011101000110010001110101001101010111100001
Event_LopTai__82ce9358fdcece4210ddd87a3028685b__face03,Event_LopTai,near_duplicate,0010001001100000011000110001001001000100010011001000110001001000
Event_LopTai__82ce9358fdcece4210ddd87a3028685b__face04,Event_LopTai,near_duplicate,0010111011101001110000011001011010010100100011111000011110100010
Event_LopTai__82ce9358fdcece4210ddd87a3028685b__face07,Event_LopTai,near_duplicate,0011100101110000011000001101011011110110111011001100111001100000
Event_LopTai__82ce9358fdcece4210ddd87a3028685b__face08,Event_LopTai,near_duplicate,1110000101100001111000011001010110010111100011111100011111100100
Event_LopTai__dc77556b24439bb6ef0ff20a5717d4de__face01,Event_LopTai,near_duplicate,0001011101110011011000011101000011010000110011001100010001100001
Event_LopTai__dc77556b24439bb6ef0ff20a5717d4de__face02,Event_LopTai,near_duplicate,0010111111001101110000011001011010010100100011011000011110100010
Event_LopTai__dc77556b24439bb6ef0ff20a5717d4de__face03,Event_LopTai,near_duplicate,0011100001100000011100001101001111010010110011001100011101101000
Event_LopTai__dc77556b24439bb6ef0ff20a5717d4de__face04,Event_LopTai,near_duplicate,0110001100100001011000000101011001110000010011000100110001101000
Event_LopTai__dc77556b24439bb6ef0ff20a5717d4de__face06,Event_LopTai,near_duplicate,0010001001100000011000110011001000100100100011001000010001101000
Event_LopTai__dc77556b24439bb6ef0ff20a5717d4de__face08,Event_LopTai,near_duplicate,1110000101100001111000011001010110010101100011111000011111100100
Event_LopTai__e0cf30cfd7b3581b7aa7e26888323307__face03,Event_LopTai,near_duplicate,0010110111000101110000011001011010010100100011011000011110100010
Event_LopTai__e0cf30cfd7b3581b7aa7e26888323307__face04,Event_LopTai,near_duplicate,0111001101100001110100011001010010010100110010001100010001100000
Event_LopTai__e0cf30cfd7b3581b7aa7e26888323307__face05,Event_LopTai,near_duplicate,0010001001100000011000110001001001000100000011001000010001001000
Event_LopTai__e0cf30cfd7b3581b7aa7e26888323307__face06,Event_LopTai,near_duplicate,0011100100110000011000000101011011010110110011000100111001110000
Event_LopTai__e0cf30cfd7b3581b7aa7e26888323307__face07,Event_LopTai,near_duplicate,1110000101100011111000011001010110010101100011011000011111100100
Event_LopTai__e0cf30cfd7b3581b7aa7e26888323307__face08,Event_LopTai,near_duplicate,1110001101100001011000000101011001100000110011000100110001101000
Event_LopTai__f617d7d3c4d4f64886921c6529d4db87__face02,Event_LopTai,near_duplicate,0010111111001001110000011001011110010100100011011000011110100010
Event_LopTai__f617d7d3c4d4f64886921c6529d4db87__face04,Event_LopTai,near_duplicate,0011100101110000011000000101011011110100110011000100110001110000
Event_LopTai__f617d7d3c4d4f64886921c6529d4db87__face05,Event_LopTai,near_duplicate,0111001001100011110100011001010011010100110010001100110101100001
Event_LopTai__f617d7d3c4d4f64886921c6529d4db87__face06,Event_LopTai,near_duplicate,0110001100100001011000000101011001110000010011000100110001101000
Event_LopTai__28c2a0511750760b05d3883c68915430__face05,Event_LopTai,near_duplicate,0110001100100001011100000101011001100000010011000100110001101000
Event_LopTai__28c2a0511750760b05d3883c68915430__face06,Event_LopTai,near_duplicate,1000011001100011011000011111000110110000110011001100010101101001
Event_LopTai__28c2a0511750760b05d3883c68915430__face08,Event_LopTai,near_duplicate,1110000101100001111000011001010110010101100011011000011011100100
Event_LopTai__28c2a0511750760b05d3883c68915430__face10,Event_LopTai,near_duplicate,0011000100110001001100000011001000110110001111100011111000111110
Event_LopTai__16223260d1797d20b3ba45255163f29c__face01,Event_LopTai,near_duplicate,0111001011100001110100011001010110010100100000001000000111100011
Event_LopTai__4c32ad69203f163d365c6de9c573a84a__face02,Event_LopTai,near_duplicate,1000011101110011011000111001000110010001110001011100010111100001
Event_LopTai__4c32ad69203f163d365c6de9c573a84a__face03,Event_LopTai,near_duplicate,0010001001100000011000111001001011000100110011000110010000101010
Event_LopTai__bef5cebaa9f17e13792b2da19dbdf96d__face02,Event_LopTai,near_duplicate,0011001011100011110000011001010110010100100000011100000111100011
Event_LopTai__bef5cebaa9f17e13792b2da19dbdf96d__face04,Event_LopTai,near_duplicate,1011011101100011111000011011000110110001110001011100010111101001
Event_LopTai__bef5cebaa9f17e13792b2da19dbdf96d__face05,Event_LopTai,near_duplicate,0010001001100000011000110001001011000100110011000110010001101010
Event_LopTai__bef5cebaa9f17e13792b2da19dbdf96d__face06,Event_LopTai,near_duplicate,1111000101100011111000011001010110010101100011001000010011100001
Event_LopTai__a9a63e8bfe854da965313c690d4ba448__face03,Event_LopTai,near_duplicate,1011000101110001111100001101000011010100110001001100110011110000
Event_LopTai__0b13ade852aada488b5e865d77b638ad__face02,Event_LopTai,near_duplicate,1011001011110000111100001101000011010100110001001100010011110000
Event_LopTai__0b13ade852aada488b5e865d77b638ad__face03,Event_LopTai,near_duplicate,0110011001100011110100011001000110010001100001001000010011100001
Event_LopTai__d77eda895b484cad9eb39b5da9871564__face01,Event_LopTai,near_duplicate,1011001001110000111100011101010011010100110001001100110011110000
Event_LopTai__d77eda895b484cad9eb39b5da9871564__face02,Event_LopTai,exact_duplicate,1111000011111000101101000011011000111100000011001100110011001000
Event_LopTai__6c5cb3650f0b91b415bdafdb01314954__face02,Event_LopTai,near_duplicate,1011000101110000111100001101000011010100110101001100110011110000
Event_LopTai__6d4ae76c4046924c4d7fd5b1e422d667__face02,Event_LopTai,near_duplicate,0110011011100010110100101011000011010001110001011100010111100001
Event_LopTai__6d4ae76c4046924c4d7fd5b1e422d667__face03,Event_LopTai,near_duplicate,1011000111110000111100001101000011010100110001001100110011110000
Event_LopTai__a9e5913f193d9639eb46e9b96f37affb__face01,Event_LopTai,exact_duplicate,0011000100110000001100000111001001110000011011000110110000111000
Event_LopTai__a9e5913f193d9639eb46e9b96f37affb__face02,Event_LopTai,near_duplicate,1011001101110001111100011101010011010100100001001100110011100000
Event_LopTai__ef24896694a5594ec4599ffaffcb3210__face01,Event_LopTai,near_duplicate,0011100000011000000101001011011000111000001110000101110001011000
Event_LopTai__803b003f42105e6027b1570a4105186c__face02,Event_LopTai,near_duplicate,0011001001100000011000110001001101010100100011001001010011101001
Event_LopTai__803b003f42105e6027b1570a4105186c__face03,Event_LopTai,near_duplicate,1001001001110001011100011101000011010000110001001100010001101001
Event_LopTai__803b003f42105e6027b1570a4105186c__face04,Event_LopTai,near_duplicate,0010110111101001110000001001011010010100000001001000010010100000
Event_LopTai__e14b391505ef9b071e2f77c681f10cf6__face01,Event_LopTai,near_duplicate,1001011001110011011000011101000011010000110001001100010001101001
Event_LopTai__e14b391505ef9b071e2f77c681f10cf6__face02,Event_LopTai,near_duplicate,1001001110110001011100000101001001110000010011000110010000101000
Event_LopTai__e14b391505ef9b071e2f77c681f10cf6__face03,Event_LopTai,near_duplicate,0011000101100000011000110001001101010100100011001001010011101010
Event_LopTai__e14b391505ef9b071e2f77c681f10cf6__face04,Event_LopTai,near_duplicate,0110110111000101110000001001011010010100000001011000010010100000
Event_LopTai__22248c47f979594a87d7826fcf7e9281__face01,Event_LopTai,near_duplicate,0010110111000101110000001001011010010100000001011000010010100001
Event_LopTai__22248c47f979594a87d7826fcf7e9281__face02,Event_LopTai,exact_duplicate,1001001001110001011000011101000011010000110001001100010001101001
Event_LopTai__22248c47f979594a87d7826fcf7e9281__face03,Event_LopTai,near_duplicate,0011000101100000011000110001001101010100100001001001011011101000
Event_LopTai__22248c47f979594a87d7826fcf7e9281__face04,Event_LopTai,near_duplicate,1011001100110001011100000101001001010000010011000100010000101000
Event_LopTai__d2afce76b0152748e1ce211f4925416e__face02,Event_LopTai,near_duplicate,1001011001110011011000011101000011010000110001001100010111101001
Event_LopTai__93ecc9a5bfee3f16bc31f05d7afa24d2__face03,Event_LopTai,near_duplicate,1000001110110001011100000101001001110000010011000101011001101000
Event_LopTai__93ecc9a5bfee3f16bc31f05d7afa24d2__face04,Event_LopTai,near_duplicate,0011001100100000011000110001001100010100000011000000010100001001
Event_LopTai__aa9ec1b2fdc4efb98b7855214cd7d177__face01,Event_LopTai,near_duplicate,1011001001110001011100011101000011010100110001000100010001101001
Event_LopTai__68d5d9304fcc5481dbb875f06547daec__face02,Event_LopTai,near_duplicate,1001011001110011011000011101000011010100110001001100010001101001
Event_LopTai__55b075a1b7a3ba8bc38a0f11e17af885__face02,Event_LopTai,near_duplicate,1001010000110010011000011101000111010000110001001100010101100001
Event_LopTai__e37cb6ff97891278559dab34c6519232__face02,Event_LopTai,near_duplicate,0011100101110000011100000101000011010100110001001100110001100000
Event_LopTai__e37cb6ff97891278559dab34c6519232__face03,Event_LopTai,near_duplicate,1011001001110011011000011101000011010100110001001100010001101001
Event_LopTai__34854d75291288b0a2379e6d584f7eb6__face01,Event_LopTai,near_duplicate,1011100100110000011100000101000001010100010001000100110001110000
Event_LopTai__34854d75291288b0a2379e6d584f7eb6__face03,Event_LopTai,near_duplicate,1111100111110000111101001101100010011000110000011100001111110011
Event_LopTai__a9a1b94e9a982a753bb465b7c5efe9ef__face01,Event_LopTai,near_duplicate,1001100100110000011100000101000001010100010001000100110001110000
Event_LopTai__c4506b7e0fc652872b6e008f5d72855a__face03,Event_LopTai,near_duplicate,0110011011100010110100111001001110010001100000011000000111000011
Event_LopTai__c50b5ae4233301929eb3a1c2e0da53e5__face01,Event_LopTai,near_duplicate,0100100011110000111000001001000010010100100001001000010101100001
Event_LopTai__578ebfe4fdbe178c8b7e85a5216a469b__face01,Event_LopTai,near_duplicate,1011101101110001011100001101001011010100110011001100110001110000
Event_LopTai__f324e09d272cc5f64a0b192c01e0dbbc__face01,Event_LopTai,near_duplicate,1001100100111000011100000101000001000100110001000100110001100000
Event_LopTai__73e2ae691b133e91216eb6ab22679670__face01,Event_LopTai,near_duplicate,1001100100110000011100000101000001010100010011000100110001100000
Event_LopTai__33a2140efe7825debae141df476ba25f__face01,Event_LopTai,near_duplicate,1011000000111000001101100101101001101010001101010011110100011001
Event_LopTai__88d5d9f853714bbe18b2d4e92c16a3d4__face04,Event_LopTai,near_duplicate,0111000111110001111100001101000011010100110101001100110011100000
Event_LopTai__2541715dab5bb2dee548201c6823b90c__face01,Event_LopTai,near_duplicate,1001000110110000111000001111001001110000011011000110110000111000
Event_LopTai__2541715dab5bb2dee548201c6823b90c__face04,Event_LopTai,near_duplicate,1100010111000001110000001001010010010100100001001000010010100000
Event_LopTai__2541715dab5bb2dee548201c6823b90c__face05,Event_LopTai,near_duplicate,0111000101110001111100001101000011010100110101001100010011100000
Event_LopTai__2541715dab5bb2dee548201c6823b90c__face06,Event_LopTai,near_duplicate,0010011111100001110000011001000010010100100001001000010011100000
Event_LopTai__33b8cc1c940b72e7c232dc1c0735a801__face03,Event_LopTai,near_duplicate,1100011011000000110000001001010010010100100001001000010010100000
Event_LopTai__1f95ef7975e49caf33b76914a295dc43__face01,Event_LopTai,near_duplicate,0010011011100011110000011001000110010000100001001000010011100000
Event_LopTai__1f95ef7975e49caf33b76914a295dc43__face02,Event_LopTai,exact_duplicate,1001000110110000111000001111001001110000011001000110010000111000
Event_LopTai__1f95ef7975e49caf33b76914a295dc43__face05,Event_LopTai,near_duplicate,1100010011000010110000001001010010010100100001001000010010100000
Event_LopTai__1f95ef7975e49caf33b76914a295dc43__face06,Event_LopTai,near_duplicate,0011100100110000111101100101001011110110111010001110110111111001
Event_LopTai__cb347aa535fb283d081d0e88063b9436__face01,Event_LopTai,near_duplicate,1001000110110000111000000111011001110000011001000110010000111000
Event_LopTai__cb347aa535fb283d081d0e88063b9436__face02,Event_LopTai,near_duplicate,0010011011100011110000011001000110010000100001001000010011100000
Event_LopTai__cb347aa535fb283d081d0e88063b9436__face03,Event_LopTai,near_duplicate,1110000111000000100000001001011010010100110011000100010001110001
Event_LopTai__cb347aa535fb283d081d0e88063b9436__face04,Event_LopTai,near_duplicate,0010100101111000011110001101100011000000110001001100110011100000
Event_LopTai__cb347aa535fb283d081d0e88063b9436__face06,Event_LopTai,near_duplicate,0011100100110000111100100101001011110110111010001110110101111001
Event_LopTai__c8d791dc5831479712eeb8f6b4a7dd9d__face01,Event_LopTai,near_duplicate,0010011011100011110000011001000110010000100001001000010011100001
Event_LopTai__c8d791dc5831479712eeb8f6b4a7dd9d__face02,Event_LopTai,near_duplicate,1110000111000000110000001001001011010100110011000100010001100001
Event_LopTai__c8d791dc5831479712eeb8f6b4a7dd9d__face03,Event_LopTai,near_duplicate,1001000110110000111000000111001001110000011011000110010000111000
Event_LopTai__c8d791dc5831479712eeb8f6b4a7dd9d__face04,Event_LopTai,near_duplicate,1100010011000000110000001001010010010100100001001000010010100000
Event_LopTai__c8d791dc5831479712eeb8f6b4a7dd9d__face06,Event_LopTai,near_duplicate,0001001101110001111000001101000011010100110101001100110011100000
Event_LopTai__c5038cd97da4b37ddcb95dfa3521093a__face04,Event_LopTai,near_duplicate,1100000011000000110000001001010010010100100001001000010010100000
Event_LopTai__c5038cd97da4b37ddcb95dfa3521093a__face06,Event_LopTai,near_duplicate,0001001101110001111000001101000011010100110101001100010011100000
Event_LopTai__f001bf6316f97c405a2d3955dcdf88cf__face01,Event_LopTai,near_duplicate,0001001101110001011000001101000011010100110101001100010011100000
Event_LopTai__f001bf6316f97c405a2d3955dcdf88cf__face02,Event_LopTai,near_duplicate,1111000111000000110000001001011010010100110011001100010001110001
Event_LopTai__f001bf6316f97c405a2d3955dcdf88cf__face03,Event_LopTai,near_duplicate,1100000011000000100000011001010000010100100001001000010010100000
Event_LopTai__f001bf6316f97c405a2d3955dcdf88cf__face04,Event_LopTai,near_duplicate,1001000110110000111000000111001001010000011001000110010000111000
Event_LopTai__f001bf6316f97c405a2d3955dcdf88cf__face05,Event_LopTai,near_duplicate,0111011111100011110000011001000110010000100001001000010011100001
Event_LopTai__f001bf6316f97c405a2d3955dcdf88cf__face06,Event_LopTai,near_duplicate,1111000111100000010100101101001011010110111011001110011011100001
Event_LopTai__9f99f60ec07e9d169b71cebcd3bf82ea__face01,Event_LopTai,near_duplicate,1110000111000000110000001001011010010100110011001100010000110001
Event_LopTai__9f99f60ec07e9d169b71cebcd3bf82ea__face02,Event_LopTai,near_duplicate,1100000011000000110000001001010000010100100001001000010010100000
Event_LopTai__9f99f60ec07e9d169b71cebcd3bf82ea__face04,Event_LopTai,near_duplicate,1001000110110000111000001111011001010010011001000110010000111000
Event_LopTai__9f99f60ec07e9d169b71cebcd3bf82ea__face06,Event_LopTai,near_duplicate,1111000111100000010100101101001011010110111011001110011011100001
Event_LopTai__5ca0cca7004b470e154db6a3dd86bab9__face01,Event_LopTai,near_duplicate,1011000101110000111100001101000011010100100001001100110011100000
Event_LopTai__4e51d13f9661c30c8cf7bea806c0a25b__face03,Event_LopTai,near_duplicate,0001001101110001111100001101000011010100110101001100110011100000
Event_LopTai__f1e838638da0b2536ab573456c9e83bd__face02,Event_LopTai,near_duplicate,0110010011100001110000011001010110010100100001001000010111100001
Event_LopTai__8319180b9e5ffd280306eadde2347589__face01,Event_LopTai,near_duplicate,0011100001100000000100100001001001010110011011000010111000101011
Event_LopTai__8319180b9e5ffd280306eadde2347589__face03,Event_LopTai,near_duplicate,0001001101110001111100001101000011010100110101001100010011100000
Event_LopTai__030a0184b57e63819a6a56d495bcf0b2__face01,Event_LopTai,near_duplicate,0111000101110011111101000101010111000101110001111100011111100011
Event_LopTai__291acaf2c4911a1e080d6416bc323530__face02,Event_LopTai,near_duplicate,1110011111100011111000011101000010010100100101001100010001100001
Event_LopTai__85dbcd97fc8a77d6b8edf605bbb497d9__face02,Event_LopTai,near_duplicate,1110001111100011110000011001000010010100100101001100010011100001
Event_LopTai__e8d05d9e37536bf36c2ce7a1945b45a9__face01,Event_LopTai,near_duplicate,0111000100110011111101001101011111001101110001101100010001100001
Event_LopTai__e8d05d9e37536bf36c2ce7a1945b45a9__face02,Event_LopTai,near_duplicate,1110001111100011111000011001000010010100100101001100010011100001
